id,title,url,description,adress,rating,created,updated
,Rathna Bioteck Pvt. Ltd.,"
http://www.rathnagroup.in",Now expansion under way to manufacture phyto medicines (Bio pharmaceuticals) expected to be completed by 31/03/2010.,,,NOW(),NOW()
,Rational Labs Pvt. Ltd.,"http://www.rationallabs.com

NA.","Synthetic / Medicinal Chemistry Building Blocks, Scaffolds, Intermediate compounds ",,,NOW(),NOW()
,Ravindranath GE Medical Associates Private Ltd. (Global Hospitals Group),NA,"Molecular Diagnosis and Cell Therapy, Multispecialty Hospital and Multi Organ Transplant Centre",,,NOW(),NOW()
,RCC Laboratories India Pvt Ltd,http://www.rccltd.in,"R & D, Consultancy; Services to biotech industry, safety studies, in-vivo batch assay, testing of substances, registration in Europe.",,,NOW(),NOW()
,ReaMetrix India,http://www.reametrix.com,"R & D, Manufacture; Provides product delivery for assay development and contract research",,,NOW(),NOW()
,Reckon Diagnostics Pvt Ltd,http://www.reckondiagnostics.com,"Development of kits for HIV, malaria, cardiac markers, cancer markers and other diseases. Manufacturing of diagnostic reagents & kits.",,,NOW(),NOW()
,Regain Biotechnology  Pvt Ltd,http://www. regainbiotechnology.com," Regain specializes in developing new template molecules from natural and synthetic sources focused on diabetes, hypertension, cardiac disease, anti- obesity and anti- inflammatory molecules.",,,NOW(),NOW()
,Reliance Life Sciences Pvt Ltd (RLS),http://www.relbio.com,"Manufacture, R & D, Marketing; Research in various domains of biotechnology viz. medical biotechnology, plant biotechnology and industrial biotechnology. The medical biotechnology initiative covers cell biology (stem cells and tissue engineering), therapeutic proteins and gene therapy.",,,NOW(),NOW()
,Resil Chemicals Pvt Ltd,http://www.resil.com,"R & D; Resil Biotech is an independent division of Resil  which is exploring enzyme based finishing solutions. Offers advanced, comprehensive solutions such as enzymes, polyurethanes, antimicrobial solutions and process enhancers.",,,NOW(),NOW()
,RFCL,http://www.rfcl.in," RFCL Limited primarily divided into two strategic business units, RANKEM and DIAGNOVA. Rankem is a leading manufacturer & supplier ofpremium quality Laboratory Reagents, Laboratory Consumable & Custom synthesized advanced intermediates. Diagnova offers quality products and services under Immunochemistry, Routine Chemistry, Hematology, Microbiology, Endoscopy and Critical Care & tools. 
 ",,,NOW(),NOW()
,Richcore Lifesciences Pvt. Ltd.,http://www.richcoreindia.com,"Developing novel solutions to conserve food, water and energy.  Products, directly or indirectly, enable the conservation of food, water and energy.",,,NOW(),NOW()
,Roche Diagnostics India Pvt Ltd,"http://www.roche-diagnostics.com

http://www.roche-diagnostics.co.in",Marketing; Marketing biotech products- Roche applied sciences brand. Application support to biotech industries and research centres.,,,NOW(),NOW()
,Romvijay Biootech Pvt Ltd,http://www.romvijay.com,"Manufacture, R & D, Marketing; Manufacturing of biofertilizers, biopesticides, biofungicides and biodecomposers. Concentration of fungal and bacterial toxins.",,,NOW(),NOW()
,Rossari Biotech Ltd,http://www.rossari.com,"Manufacture, R & D, Marketing; Production and marketing of  enzyme formulations  for textile, food, feed, paper, leather and other industrial applications. Development of formulations of enzymes for various industrial applications.",,,NOW(),NOW()
,RPG Life Sciences Ltd,http://www.rpglifesciences.com,"Manufacture; Manufacturing of bulk actives and pharmaceuticals using fermentation process.. Microbial research including strain development at the R&D centre approved by Department of Science & Technology, Govt. of India",,,NOW(),NOW()
,Rubicon Research Pvt. Ltd.,http://www.rubicon.co.in,"Rubicon Research is an independent pharmaceutical R&D organization based in Mumbai, India. It is one of the fast growing organizations with rich experience in drug delivery systems. We have a good understanding of basic principles of pharmaceutical sciences and capability of applying these in an integrated manner to meet the challenges faced in the drug development process",,,NOW(),NOW()
,Rushi Healthcare Pvt Ltd,http://www.rushihealthcare.com,"Consultancy; Offers services to healthcare industry,  supplier, distributors and consultancy companies.",,,NOW(),NOW()
,RXMd,http://www.rxmd.com,Consultancy; A Knowledge Process Outsourcing (KPO) Company in the Clinical Research and Development domain.,,,NOW(),NOW()
,S.I.V. Industries Ltd ,NA,"Standardisation of plant protocols, culture initiation, hybridization. Manufacture, R & D; Manufacturing rayons filament yarn from pulpwood. Diversified into biotechnology for raising high quality pulpwood plantation and other tissue culture crops.",,,NOW(),NOW()
,Saamya Biotech (India) Ltd,http://www.saamyabiotech.com,"Research in Biotechnology, Genomics, Development of Diagnostic kits, Production of Vaccines & Biopharmaceuticals Biotech Research as mentioned above",,,NOW(),NOW()
,Sabarmati Ashram Gaushala,http://www.sagbidaj.org,Production of progeny / sib tested bulls and 2) Production of embryos through In vivo and In vitro Fertilization.,,,NOW(),NOW()
,Saf Yeast Co. Pvt Ltd,NA,"Selection of better strains of yeast for bakeries. Development & selection of strains resistant & tolerant to bread preservatives.  Alternate fermentable substrate other than molasses. Manufacture,R & D; Yeast strain development, biocomposting.",,,NOW(),NOW()
,Sai Phytoceuticals Pvt Ltd,http://www.saiphyto.com,"Manufacture, R & D, Marketing",,,NOW(),NOW()
,Sami Labs Ltd,http://www.samilabs.com,"New drug discovery and standardization of products, bioprocesses and biocatalysis. ",,,NOW(),NOW()
,Sandor Proteomics Pvt. Ltd.,http://www.sandor.co.in,Working on developing novel biomarkers for Differentiating Rejectors Vs. Non Rejectors in Solid Organ Transplantation based on cell imaging and antibody response,,,NOW(),NOW()
,Sangene Biotech Private Ltd,"NA


http://www.sangenebiotech.com","Working on all the aspects of bioscience like molecular biology, genetic engineering, microbiology, pharmacology, plant tissue culture, immunology etc. Consultancy ,R & D; A training institute and research center offering programs in the field of biotechnology like Certificate course, Advanced Diploma Course, P.G Diploma programme and research projects.",,,NOW(),NOW()
,Sartorius India Pvt Ltd,http://www.sartorius.com,"Manufacture; Manufacturing of biotechnology process equipment related to fermentation, microfiltration, process control through automation 21 CFR compliance.",,,NOW(),NOW()
,SAS Institute (India),http://www.sas.com,R & D,,,NOW(),NOW()
,Sasya Genetech,http://www.sasyagentech.com/,"Research and Develop Plant and animal diagnostics based on DNA and protein detection, Human/animal diagnostics.",,,NOW(),NOW()
,"Saubhagya Kalpataru Pvt Ltd


Kalpataru Ltd",http://www.kalpataru.com,"Biofertilizers and biopesticides  for soyabean, cotton, wheat & gram. Liquid media for tissue culture production. R & D,Marketing,Consultancy; Activities in the field of tissue cultured plants and biofertilizers.",,,NOW(),NOW()
,Saveer Biotech Ltd,http://www.saveer.com,"Manufacture,R & D, Marketing,Consultancy; Tissue culture in medicinal plants, horticulture plants and bamboo.",,,NOW(),NOW()
,Saxsons Biotech,http://www.saxsons.com,Marketing; Drugs Authority Approvals for import and marketing any drug into the country and obtained marketing approvals & licenses from relevant drug authorities to market drugs manufactured by principals.Import radiopharmaceuticals/ drugs thrice a week.,,,NOW(),NOW()
,Scigenics Biotech (Pvt) Ltd,http://www.scigenicsbiotech.com,"Nanobiotechnology; Installed over 1250 shakers in the country including various life sciences and botechnology firms. A  few units have been exported to countries such as USA, Germany and Srilanka.",,,NOW(),NOW()
,Seedworks India Private Ltd,http://www.seedworksindia.com,R & D; To introgress insect resistance trait into proprietary lines of cotton by back crossing. Sub-licencees of MMB.,,,NOW(),NOW()
,Seminis Vegetable Seeds India Ltd,http://www.seminis.com,"R & D, Marketing, Manufacture; Production and marketing of fruit and vegetable seeds .",,,NOW(),NOW()
,Semler Research Center,http://www.semlerresearch.com/,"Services in the area of pharmaceutical development, bioavailability & bioequivalence studies, early & late phase clinical development, GxP business consulting, regulatory services and medical & scientific writing.",,,NOW(),NOW()
,Sepragen Biotech India  Pvt Ltd,http://www.sepragen.com,"Manufacture, R & D, Marketing",,,NOW(),NOW()
,Sericare Divison of Healtline Pvt Ltd,"http://www.sericare.com

http://www.sericha.com","Development of nutritional products for productive rearing of silkworms and deriving value added products in nutritional, health and cosmeceutical category from Sericulture byproducts.",,,NOW(),NOW()
,Serum Institute of India Ltd,http://www.seruminstitute.com,"Manufacture,R & D; Manufacturing of recombinant Hepatitis-B vaccine from HbsAg derived from recombinant yeasts. The company now looks at the combination vaccines and the conjugate vaccines as thrust area, thus to identify advance technologies and proper training to manufacture with successful downstream process to  a  quality product.",,,NOW(),NOW()
,Servewell Instruments Pvt Ltd,http://www.servewel.com,"Marketing; Supply,installation and servicing of laminar flow/sterilisers, electronic balances, BOD,oven,incubators, filteration units, ELISA readers,washers,deep freezers,microscopes, pH/EC meters etc.",,,NOW(),NOW()
,Shaili Bio Tech Pvt Ltd,http://www.shailibiotech.com,Manufacture; Commercial tissue culture of various plant species.,,,NOW(),NOW()
,Nivshakti Biotech Ltd,http://www.shaktibiotech.in,Development of herbal products. Offers solutions for the agriculture and tea sector.,,,NOW(),NOW()
,Shantha Biotechnics,http://www.shanthabiotech.com,"Manufacture, R & D, Marketing; Development, manufacturing and marketing of  vaccines",,,NOW(),NOW()
,Shasun Chemicals & Drugs Ltd,http://www.shasun.com,R & D; Industrial & academic experience in microbial & mammallian cell culture techniques. ,,,NOW(),NOW()
,Sheel Biotech Ltd,http://www.sheelbiotech.com,"Manufacture,Consultancy; Production of tissue cultured plants and supply of quality planting materials. It offers consultancy services and helps to establish horticulture projects like tissue culture laboratories, model from culture centre etc.",,,NOW(),NOW()
,Shimadzu Analytical (India) Pvt Ltd,http://www.shimadzu.com,"Scientific instruments , analytical instruments, MALDI-TOF.",,,NOW(),NOW()
,Shree Sadguru Biologicals,NA,"Food Supplements and  Neutraceuticals , Traditional Herbal Remedies ",,,NOW(),NOW()
,Shreya Life Sciences Pvt. Ltd,http://www.shreya.co.in, Pharmaceutical and biopharmaceutical products in key therapeutic segments,,,NOW(),NOW()
,Shri Ram Solvent Extraction,http://www.neemplus.com,exclusively processing Neem Kernel since last 10 years and manufacturing each and every value added product of Neem.,,,NOW(),NOW()
,Shri Ramco Biotech,NA,"R & D; Production of tissue cultured plants (banana, Gerbera) for domestic and export market. Varietal improvement in ornamental flowering plants, dihaploid production in Gerbera and photoautotropic micropropagation.",,,NOW(),NOW()
,Shriram Bioseeds Genetics India Ltd,http://www.dscl.com,"Manufacture, Marketing Production and marketing of hybrid crops. Development of  superior hybrids of corn, cotton, sorghum, pearl millet, sunflower, paddy, vegetable seed etc.",,,NOW(),NOW()
,SHRM Biotechnologies,http://www.shrmbio.com,"Develop diagnostic kits for healthcare institutions and teaching kits for academics, design and develop innovative, blended training modules, deliver training and research solutions to the pharmaceutical and life sciences sector, provide contract research services in the field of Environment Biotechnology",,,NOW(),NOW()
,Sidmak Laboratories Pvt Ltd,http://www.sidmak.com,"Method development for pharmaceutical substances, dosage forms and degradation products / related substances, method validation, quality control, shelf-life/stability studies, specifications/standard testing procedures, quality awareness programmes, GMP/GLP compliance. Research in the field of novel drug delivery system, dosage form development complying to regulatory requirements and analytical research.",,,NOW(),NOW()
,Sigma Aldrich,http://www.sigmaaldrich.com,Services and equipments Marketing,,,NOW(),NOW()
,Simbiosys Biowares India (P) Ltd.,http://www.simbiosys-biowares.com,Simbiosys is a cell-biology platform company with specialized technologies and expertise that accelerate the discovery and development of therapeutic and diagnostic products,,,NOW(),NOW()
,Simplyfeye Softwares Pvt Ltd,http://www.simplyfeye.com,Software developments,,,NOW(),NOW()
,Sipra Labs Pvt Ltd,http://www.sipralabs.com,"R & D, Development of new products, shelf life estimation of drugs, estimation of organic volatile impurities, microbiological studies, analysis of foods & chemicals as per AOAC. Impurity profile estimation, study of drug release patterns and environmental impact assessment studies are the major thrust areas.",,,NOW(),NOW()
,Siri Technologies Private Ltd,http://www.sritechnologies.com,"Its capabilities broadly fall into two specialized areas and four horizontal services. The specialized areas include cheminformatics and bioinformatics and  services include software development & maintenance, scientific software testing, scientific data curation and consulting.",,,NOW(),NOW()
,SIRO Clinpharm Pvt Ltd,http://www.siroclinpharm.com,"R & D; Offers services in clinical project management, clinical data management  & biometrics, medical monitoring and safety management, regulatory liasion and consulting, clinical quality assurance and clinical trials supplies management.",,,NOW(),NOW()
,Sisco Research Laboratories Pvt Ltd,http://www.srlchem.com,"Manufacture,R & D,Marketing; Manufacturing of reagents for molecular biology like reagents for electrophoresis, agarose of various types, modifying enzymes and high purity enzymes, chromogenic substrates, HPLC solvents and products, gel filtration media and microbiological culture media and microbiological culture media.Development of high purity reagents for biotechnology and molecular biology research.",,,NOW(),NOW()
,SK Marine Technologies,"http://www.skmarinetechnologies.com/
",International  Aquaculture and Seafood Service provider,,,NOW(),NOW()
,SOM Phytopharma,http://www.somphyto.com,"R & D; A research based agri biotech company focusing on bio solutions for crops, soils, animals, humans and environment.",,,NOW(),NOW()
,South East Agro,http://www.southeastagro.com,Manufacture,,,NOW(),NOW()
,Southern Online Biotechnologies Ltd,http://www.biofe.com,To produce biodiesel through nonedible vegetable oils.,,,NOW(),NOW()
,Southern Petrochemical Industries Corporation Ltd,http://www.spic.co.in,"Manufacture,R & D,Marketing; Manufacturing and marketing of industrial enzymes, pharmaceuticals, biofertilizers etc.The SPIC Science Foundation's biotechnology research wing has developed insect resistant transgenic crops, PCR based kits for detection of banana bunchy top series.",,,NOW(),NOW()
,Span Diagnostics Ltd,http://www.span.co.in,"Manufacture,R & D,Marketing; Production of in-vitro diagnostic reagents using biotechnology.Hybridoma for monoclonal antibodies, recombinant antigens and molecular diagnostics.",,,NOW(),NOW()
,SPC BIOTECH PRIVATE LIMITED,http://www.greenplastics.org,Manufacture of Biodegradable Plastics from Agricultural waste,,,NOW(),NOW()
,Spectrum Consultants India Pvt. Ltd,http://www.spectrumconsultants.com,R & D,,,NOW(),NOW()
,Spectrum Healthcare/Shah Diagnostics,http://www.spectrumhealthcare.co.in,"Manufacture, R & D; Manufacturing of biogenerics using recombinant technology.",,,NOW(),NOW()
,Sphaera Pharma Research and Development Pvt. Ltd.,http://www.sphaerapharma.com,Drug discovery and development,,,NOW(),NOW()
,Spinco Biotech,http://www.spincotech.com,Marketing; Distribution of an array of instruments for proteomic and genomic research.,,,NOW(),NOW()
,Sree Ramcides Chemicals Pvt. Ltd.,http://www.ramcides.com,"The company's Plant Health products facilitate the absorption of nutrients and improve the plant health by increasing the resistance to diseases and pests in plants, thereby leading to increased crop yields. The Company has a continuing in-house R & D program based on active / current market feedback & field trials and has applied for patenting 8 of its products in the plant health segment. 
",,,NOW(),NOW()
,Sri Balaji Biotech,http://www.sribalajibiotech.com,"Manufacture; A tissue culture company handling crops such as grand nine banana, cordylines for export, limoniums, sugar cane, stevia and vanilla.",,,NOW(),NOW()
,Sri Biotech Lab India Ltd,http://www.sribio.com,"Biological management of diseases and Pests in Agriculture, Plant Tissue Culture, Genetic Transformations, Stress  Metabolism, Probiotics and Gluconates , Waste Utilization  and Weed and Residual management",,,NOW(),NOW()
,Sri Raghavendra Biotechnologies Pvt Ltd,http://www.srbiotech.com,"R & D, Consultancy; Stem cell bankingResearch in the area of stem cells and their clinical application; developed an indigenous process for umbilical stem cell banking.",,,NOW(),NOW()
,Sri Sai Agro Bio Labs Pvt Ltd,"http://www.srisaiagribio.com
","Manufacture,R & D,MarketingRelated to the products and for quality development.",,,NOW(),NOW()
,Sri Sai Fibres Pvt Ltd,http://www.srisaifibres.com,"Manufacture, Consultancy",,,NOW(),NOW()
,Sristek Consulting,http://www.sristek.com,R & D; Offers services in clinical data management system and statistical analysis for clinical trials as well as conducting clinical trials and developing clinical R&D.,,,NOW(),NOW()
,SRL Ranbaxy Ltd,http://www.srl.in,R & D; It has integrated clinical research and molecular capabilities to undertake the end-to-end clinical validation of DNA or protein based targets and markers,,,NOW(),NOW()
,"Star Paper Mills Limited,  ",http://www.starpapers.com ,Integrated pulp and paper mill,,,NOW(),NOW()
,STEMCYTE INDIA THERAPEUTICS (SCITPL),http://www.stemcyteindia.com,Operating both Public and Private Stem Cell Banking,,,NOW(),NOW()
,Stempeutics Research Private Limited,http://www.stempeutics.com,"Manufacture of investigational product, Stem Cell Research and Product development. Current investigational new drug (IND) is based on bone marrow derived ex vivo cultured adult allogenic mesenchymal stem cells.  In addition, company is conducting basic research in adipose tissue and Wharton jelly derived mesenchymal stem cells. ",,,NOW(),NOW()
,Sterikit India,NA,"Manufacture,R & D,Marketing; Manufacturing of surgical & reproductive health kits.Development of kits.",,,NOW(),NOW()
,"Sterling Biotech

Sterling Biotech Limited",http://www.sterlingbiopharma.com,"Manufacture,Marketingl Manufacture of  gelatine and di calcium phosphate",,,NOW(),NOW()
,Sterling Synergy Systems,http://www.sterling-synergy.com,"R & D; Provides an integrated, comprehensive platform to design, conduct and monitor clinical development services for Phase II-IV trials in accordance with requirements of all regulatory authorities.",,,NOW(),NOW()
,Strand Life Sciences Pvt Ltd (Formerly Strand Genomics Private Ltd),http://www.strandls.com,"R & D; Strand Life Sciences is a premier in silico technologies innovation, focused on developing technologies for drug discovery and development. ",,,NOW(),NOW()
,Strides Arcolab,http://www.stridesarco.com,"Manufacture,R & D,Marketing",,,NOW(),NOW()
,Sudarshan Chemical Industries Ltd,http://www.sudarshan.com,"Manufacture,R & D,Marketing; Microbial products for use in agriculture and environment.Development of better microbial products for use in agriculture and environment.",,,NOW(),NOW()
,Sud-Chemie India Private Ltd,http://www.sud-chemie-india.com,Manufacture,,,NOW(),NOW()
,Sudershan Biotech Ltd,http://www.sudershanbio.com,"R & D; A company involved in DNA technology, industrial enzymes, diagnostic antigens & antibodies and therapeutic proteins.",,,NOW(),NOW()
,Sugen Life Sciences Pvt Ltd,http://www.sugenlife.com,"Biopharmaceutical Contract Research Services :
Toxicology including genetic toxicity studies, Experimental animal models of disease
Clinical Trials, Cancer biology, Inflammation, Diabetes",,,NOW(),NOW()
,Sumit Biosciences Pvt. Ltd.,http://www.sumitbiomedical.com,NA,,,NOW(),NOW()
,Sun Agrigenetics P.Ltd,http://www.sunagri.in,"Manufacture,R & D,Marketing; A company involved in developing technology for scale up of cultivation of microalgae for biodiesel production and pursuing research on transgenic plants.Biotechnology for energy production,cultivating Jatropha in wasteland and microalgae in sewage water for biodiesel production; bioengineering of enzyme hydrogenase to make it less sensitive to oxygen.",,,NOW(),NOW()
,Sun Agro Biosystem Pvt Ltd,"http://www.sunagrobiosystem.com

","Manufacture,R & D,Marketing,Consultancy; Production and marketing of biopesticides and biocontrol agents.",,,NOW(),NOW()
,Sun Biotechnology Ltd,"NA


","Manufacture,R & D,Marketing; Manufacturing and marketing of industrial enzymes & bioinsecticides.Technology for producing-ligninase, cellulase & tannase enzymes; a lysate for sterility tests; Pseudomonas fluorescens (liquid suspension) and steroids from sapogenins etc.",,,NOW(),NOW()
,Sun Pharmaceutical Industries Ltd,http://www.sunpharma.com,"Manufacture,R & D,MarketingActive projects in drug discovery in three therapeutic areas using analogues & known biology. One lead has completed phase-I trials in Europe & has entered  phase-II in US. Two NDDS projects to enter phase-II trials in US.",,,NOW(),NOW()
,Sunglow Biotech,http://www.sunglowbiotech.com,"Manufacture; Production of plants through tissue culture technique crops : cordylines, banana, bamboo, phormiums, limoniums, ficus, syngoniums, philodentrons, cardamom, spathiphyllums.  The company is experienced in more than 150 varieties of ornamentals, flowering foliage and bulbatious plants. Contract production for oamental and flowering plants.",,,NOW(),NOW()
,Sungro Seeds Ltd,http://www.sungroseeds.com,"R & D, Manufacture; A research oriented vegetable crop seed company, which has developed hybrids and open pollinated varieties in all major vegetable crops like okra, bottlegourd and bittergourd. The company has research, trial grounds and production centers in all the important agroclimatic zones of the country and carries out extensive testing of cultivars.The company has R&D facilities in different agroclimatic zones of the country as per specific crops like Kullu(H.P.) for cole crops, Delhi for tropical vegetables and Ranebennur(Karnataka) for solanaceous plants, cucurbits and okra etc.",,,NOW(),NOW()
,Surya Pharmaceuticals,http://www.suryapharma.com,The company is one of the largest exporters of Mint/Menthol derivatives and manages state of the art research & development centres that offer the highest quality of Contract Research and Development (CRAMS) services,,,NOW(),NOW()
,Suven Life Sciences,http://www.suven.com,"Manufacture,R & D,Marketing; Design, manufacture and supply of bulk active, drug intermediates & fine chemicals, catering to the needs of global life science industry.",,,NOW(),NOW()
,Suyog Diagnostics Pvt Ltd,http://www.suyogdiagnostics.com,"Marketing; Marketing of human diagnostics and reagents, home healthcare products, laboratory equipment, biochemical reagents, cell and molecular biology products, radio chemicals, plant diagnostics, testing services.",,,NOW(),NOW()
,Synbiotics Ltd,http://www.synbiotics.in,Development  and improvement of the production process of antibiotics and steroid intermediates.,,,NOW(),NOW()
,Synchron Research Pvt Ltd,http://www.synchronresearch.com,"R & D; Provides broad range of clinical research services from phase I to phase IV, while adhering to ICH & GCP guidelines and regulations.",,,NOW(),NOW()
,Syncorp Clincare Technologies,http://www.syncorp.in/,"Trainings in Clinical Research, SAS programming,  SMO Services",,,NOW(),NOW()
,Syngene International,http://www.syngeneintl.com,R & D; An internationally reputed custom research company with multi disciplinary skills in synthetic chemistry and molecular biology.Offers customized R&D services to the pharmaceutical and biotechnology sectors.,,,NOW(),NOW()
,Syngenta India Ltd (Seeds Division),http://www.syngenta.co.in,"Manufacture,R & D,Marketing; Development of new traits in plants and providing resistance to lepidopteran pests.",,,NOW(),NOW()
,SysArris Software Private Ltd,"NA



","R & D; Provides software services to clients globally for drug discovery and drug development. It has developed and delivered custom solutions in the areas of RNAi technology, nanotechnology, HTS apart from building products to design RT-PCRs, siRNA, microarray.Development of algorithms to model various biotech designs or processes; bioinformatics tools.",,,NOW(),NOW()
,T. Stanes & Company Ltd,http://www.tstanes.com,"Manufacture,R & D,Marketing; Isolation & screening of effectiveness of entomopathogenic fungi and antagonistic fungi, selection of desired microbes, mass multiplication by fermentation and field testing for their efficacy, development of toxicology and registration of the products with Central Insecticides Board and Registration Committee,Govt. of India and released commercially as a biotech product for agriculture crop protection.Isolation, identification and characterization of biomolecules of economic importance in the field of plant protection, technology development for commercialization of various products. Identified as a nodal centre for conducting doctoral programme.",,,NOW(),NOW()
,Tanya Biotech,NA,"Manufacture,MarketingDevelopment of T3, T4 and TSH ELISA kits and immunological reagents.",,,NOW(),NOW()
,Tata Chemicals Limited,http://www.tatachemicals.com,"Tata Chemicals Limited (TCL) is a global company with interests in Chemicals, Consumer Products, Crop Nutrition, Agri-Business and new Business related to Nano & Biotechnology. , ",,,NOW(),NOW()
,Tata Consultancy Services(TCS),http://www.tcs.com,"Consultancy; Provides customized solutions in the area of clinical trials and HMS providing the benefits of streamlined operations, enhanced administration and control, improved response to patient, cost control and improved profitability.",,,NOW(),NOW()
,Tata Elxsi Ltd,http://www.tataelxsi.com,"Embedded product design house providing software & hardware design services to companies
Services in algorithm development for analysis & visualization.",,,NOW(),NOW()
,TCG Lifesciences Limited ,http://www.tcgls.com,"TCG Lifesciences offers a new paradigm of cutting edge drug discovery and development platform whereby the R&D process is seamlessly transitioned from ‘bench to bedside and back’, and laboratory data easily accessed and managed across the product development lifecycle. Services are provided in the areas of integrated discovery, medicinal chemistry, synthetic chemistry, parallel synthesis, molecular modeling, molecular biology & gene expression, assay development & screening, animal studies & in vivo pharmacology, DMPK studies, kilo scale synthesis. ",,,NOW(),NOW()
,TCGA (The Centre for Genomic Application),http://www.tcgaresearch.org.,"The Centre for Genomic Application (TCGA) is a collaboration between IGIB and IMM-The Chatterjee Group.It offers facilities  like MALDI-TOF based high throughput SNP detection (Sequenom), MALDI-TOF/TOF and 2D Nano LCMS along with 2D separation/chromatographic for proteomics, large scale sequencing and genotyping capability with 3730 Genetic Analyzers (Applied Biosystem), DNA extraction, storage and distribution facility,gene chip and micro array facility, sample collection and storage, large scale data repository.",,,NOW(),NOW()
,Technico Agri Sciences Ltd.,http://www.technituberindia.com,R & D; Production of high yielding early generation seed potatoes.,,,NOW(),NOW()
,TechnoConcept India Pvt Ltd,http://www.technoconcept.co.in,"Marketing; Marketing of scientific instruments, fine chemicals & scientific software used in research and biotechnology.",,,NOW(),NOW()
,Terra Firma Biotechnologies Ltd.,http://www.terrafirmabiotech.com,Manufacture of organic fertilizer and other formulations using microbial and vermi-technology,,,NOW(),NOW()
,Tetragon Chemie Pvt Ltd,"http://www.vetcareindia.com
","Manufacture, R & D, Marketing; Manufacturing, marketing and technical  services in biotech applications in animal health and nutrition industry.Enhanced bioavailability of micro minerals, bio remediation of pond bottom in shrimp ponds, ammonia and toxin binders, bacterial & fungal probiotics and prebiotics.",,,NOW(),NOW()
,Tex Biosciences Pvt Ltd  (Formerly Textan Chemicals (P) Ltd),http://www.texbiosciences.com,"Manufacture,R & D; Manufacturing of  various industrial enzymes and probiotics.Carried out on a regular basis and priorities to enter into probiotics.",,,NOW(),NOW()
,Thar Biotech,"http://www.aravaliherbs.com
","R & D; A multidisciplinary research organization engaged in genetic resources & its conservation, plant breeding, plant tissue culture, photochemistry, plant protection, process and product development and technology transfer.",,,NOW(),NOW()
,Thar Technologies Pvt. Ltd.,http://www.THARTECH.COM,Project Engineering & Design Consulatant-b) Product development & Testing c) Research & Development,,,NOW(),NOW()
,The Fertilisers and Chemicals Travancore Ltd,http://www.fact.co.in,"Manufacture, Marketing; Manufacturing and marketing of biofertilizers.",,,NOW(),NOW()
,The SIMA Cotton Development & Research Association,http://www.simacdra.org,"Manufacture,R & D,MarketingField evolution of biofertilizer, newer varieties and hybrids in cotton.",,,NOW(),NOW()
,Themis Medicare,http://www.themismedicare.com,"Manufacturing APIs, and manufacturing and marketing formulations. R&D facility to develop New Chemical Entities, developing new and efficient processes for production of APIs and intermediates, developing New Drug Delivery Systems",,,NOW(),NOW()
,Thermax Limited,http://www.thermaxindia.com,"Areas related to Environmental Biotechnology, Waste to Energy systems, Combustion Technologies, Heat & Mass transfer systems 

",,,NOW(),NOW()
,Thermo Fisher Scientific,"http://www.thermo.com


.","Marketing; Marketing of analytical instrumention, lab equipment, automation technologies, reagents and consumables etc. for life science research. It has a customer demonstration laboratory to serve local customers. The center is equipped with state-of- the-art customer demonstration and training facilities. The new facility offers customers with hands on experience with Thermo's laboratory and manufacturing process solutions. The demonstration center has a house laboratory and life sciences solutions, including ion trap and triple quadrupole mass spectrometers, centrifuges, incubators and microplate instruments along with several process instruments.",,,NOW(),NOW()
,Thermolab Scientific Equipments Pvt Ltd,http://www.thermolabgroup.com,"Manufacture; Supplier of scientific equipment like stability chambers, incubators, ovens.",,,NOW(),NOW()
,ThinkGen Ltd,"http://www.thinkgen.com
","R & D; Facilitates in bringing the pharmacogenomics applications from the lab to the health care system. With operations/support offices, it is among the world's first US-FDA compliant solution provider for ANDA/NDA processes, through its flagship solution ADAPT.",,,NOW(),NOW()
,TICEL Bio Park Ltd,http://www.ticelbiopark.com,"TICEL (TIDCO Centre for Life Sciences) is promoted by TIDCO, Public Sector Undertaking of Govt. of Tamil Nadu. The state-of-the-art infrastructure for Biotechnology Research & Development is established at Taramani, Chennai at a capital investment of Rs. 6.25 crores.",,,NOW(),NOW()
,Titan Biotech Ltd,http://www.titanbiotechltd.com,"Manufacture; Protein hydrolysates, peptone amino acids, extracts.",,,NOW(),NOW()
,Torrent Pharmaceuticals Ltd,http://www.torrentpharma.com,"Focuses on clinical pharmacokinetics, Phase I and Phase II clinical trials on investigational new drugs INDs, Phase III and IV clinical studies, bio-equivalence studies for generic drugs. Clinical research has conducted clinical trials of several molecules including nocorandil, repaglinide, rosiglitazone, clopidogrel & sildenafil in the recent past.",,,NOW(),NOW()
,Transasia Bio-Medicals Ltd,http://www.transasia.co.in,"Manufacture,R & D,Marketing; Working on immunological based IVD kits and marketing of HIV and HBsAg kits.Indigenously developed immunoassay systems. An in house Govt. of India approved R&D unit consisting of 50 scientists and biomedical professionals.Transasia's instruments and reagent manufacturing facilities have already obtained international quality certification. ISO 9001:2000 from M/s. TUV Rheinland, Germany.",,,NOW(),NOW()
,Transgene Biotek,http://www.transgenebiotek.com,"Currently working with in the areas of vaccines, therapeutic proteins and novel Platform Technologies for the delivery of proteins & peptides are: a) JN-International Inc, Omaha, Nebraska, USA - M. Meningitis vaccine. b) RBB Inc, Little Rock, Arkansas, USA - Bio-Therapeutics. c) CSIR - Indian Institute of Chemical Technology, Hyderabad, India.",,,NOW(),NOW()
